# Generated by: get_storage_usage.py
# Date generated: 2025-11-20 11:40:09
# Command: ./get_storage_usage.py --subscription us-prod400thor-prod --start-time 2025-11-03 00:00 --end-time 2025-11-07 23:59
# Subscription: 357baeec-2e3e-4bb3-9acc-4d82e2bf2dd0
# Time range: 2025-11-03T00:00:00 to 2025-11-07T23:59:00
#
Timestamp,StorageAccount,ResourceGroup,UsedCapacityGB,BlobCapacityGB,FileCapacityGB,TableCapacityGB,QueueCapacityGB
2025-11-07T08:00:00Z,hpccqqcxgdata13,app-prod400thor-prod-eastus,218034.05,,,,
2025-11-07T09:00:00Z,hpccqqcxgdata13,app-prod400thor-prod-eastus,218034.05,,,,
2025-11-07T10:00:00Z,hpccqqcxgdata13,app-prod400thor-prod-eastus,218034.05,,,,
2025-11-07T11:00:00Z,hpccqqcxgdata13,app-prod400thor-prod-eastus,218034.05,,,,
2025-11-07T12:00:00Z,hpccqqcxgdata13,app-prod400thor-prod-eastus,218034.05,,,,
2025-11-07T13:00:00Z,hpccqqcxgdata13,app-prod400thor-prod-eastus,218034.02,,,,
2025-11-07T14:00:00Z,hpccqqcxgdata13,app-prod400thor-prod-eastus,218034.02,,,,
2025-11-07T15:00:00Z,hpccqqcxgdata13,app-prod400thor-prod-eastus,218033.97,,,,
2025-11-07T16:00:00Z,hpccqqcxgdata13,app-prod400thor-prod-eastus,218033.97,,,,
2025-11-07T17:00:00Z,hpccqqcxgdata13,app-prod400thor-prod-eastus,218033.97,,,,
2025-11-07T18:00:00Z,hpccqqcxgdata13,app-prod400thor-prod-eastus,217661.94,,,,
2025-11-07T19:00:00Z,hpccqqcxgdata13,app-prod400thor-prod-eastus,217661.95,,,,
2025-11-07T20:00:00Z,hpccqqcxgdata13,app-prod400thor-prod-eastus,217661.95,,,,
2025-11-07T21:00:00Z,hpccqqcxgdata13,app-prod400thor-prod-eastus,217662.00,,,,
2025-11-07T22:00:00Z,hpccqqcxgdata13,app-prod400thor-prod-eastus,217662.00,,,,
2025-11-07T23:00:00Z,hpccqqcxgdata13,app-prod400thor-prod-eastus,217662.00,,,,
2025-11-03T00:00:00Z,hpccqqcxgdata14,app-prod400thor-prod-eastus,222744.29,,,,
2025-11-03T01:00:00Z,hpccqqcxgdata14,app-prod400thor-prod-eastus,222744.29,,,,
2025-11-03T02:00:00Z,hpccqqcxgdata14,app-prod400thor-prod-eastus,222744.29,,,,
2025-11-03T03:00:00Z,hpccqqcxgdata14,app-prod400thor-prod-eastus,222744.29,,,,
2025-11-03T04:00:00Z,hpccqqcxgdata14,app-prod400thor-prod-eastus,222744.27,,,,
2025-11-03T05:00:00Z,hpccqqcxgdata14,app-prod400thor-prod-eastus,222744.27,,,,
2025-11-03T06:00:00Z,hpccqqcxgdata14,app-prod400thor-prod-eastus,222744.24,,,,
2025-11-03T07:00:00Z,hpccqqcxgdata14,app-prod400thor-prod-eastus,222744.24,,,,
2025-11-03T08:00:00Z,hpccqqcxgdata14,app-prod400thor-prod-eastus,223672.28,,,,
2025-11-03T09:00:00Z,hpccqqcxgdata14,app-prod400thor-prod-eastus,223672.28,,,,
2025-11-03T10:00:00Z,hpccqqcxgdata14,app-prod400thor-prod-eastus,223672.30,,,,
2025-11-03T11:00:00Z,hpccqqcxgdata14,app-prod400thor-prod-eastus,223672.30,,,,
2025-11-03T12:00:00Z,hpccqqcxgdata14,app-prod400thor-prod-eastus,223672.30,,,,
2025-11-03T13:00:00Z,hpccqqcxgdata14,app-prod400thor-prod-eastus,223672.34,,,,
2025-11-03T14:00:00Z,hpccqqcxgdata14,app-prod400thor-prod-eastus,223672.34,,,,
2025-11-03T15:00:00Z,hpccqqcxgdata14,app-prod400thor-prod-eastus,223672.36,,,,
2025-11-03T16:00:00Z,hpccqqcxgdata14,app-prod400thor-prod-eastus,223672.36,,,,
2025-11-03T17:00:00Z,hpccqqcxgdata14,app-prod400thor-prod-eastus,223672.34,,,,
2025-11-03T18:00:00Z,hpccqqcxgdata14,app-prod400thor-prod-eastus,223672.34,,,,
2025-11-03T19:00:00Z,hpccqqcxgdata14,app-prod400thor-prod-eastus,223672.40,,,,
2025-11-03T20:00:00Z,hpccqqcxgdata14,app-prod400thor-prod-eastus,223672.40,,,,
2025-11-03T21:00:00Z,hpccqqcxgdata14,app-prod400thor-prod-eastus,223672.40,,,,
2025-11-03T22:00:00Z,hpccqqcxgdata14,app-prod400thor-prod-eastus,223672.40,,,,
2025-11-03T23:00:00Z,hpccqqcxgdata14,app-prod400thor-prod-eastus,223672.50,,,,
2025-11-04T00:00:00Z,hpccqqcxgdata14,app-prod400thor-prod-eastus,223672.50,,,,
2025-11-04T01:00:00Z,hpccqqcxgdata14,app-prod400thor-prod-eastus,223672.50,,,,
2025-11-04T02:00:00Z,hpccqqcxgdata14,app-prod400thor-prod-eastus,223672.44,,,,
2025-11-04T03:00:00Z,hpccqqcxgdata14,app-prod400thor-prod-eastus,223672.44,,,,
2025-11-04T04:00:00Z,hpccqqcxgdata14,app-prod400thor-prod-eastus,223672.38,,,,
2025-11-04T05:00:00Z,hpccqqcxgdata14,app-prod400thor-prod-eastus,223672.38,,,,
2025-11-04T06:00:00Z,hpccqqcxgdata14,app-prod400thor-prod-eastus,223672.36,,,,
2025-11-04T07:00:00Z,hpccqqcxgdata14,app-prod400thor-prod-eastus,223672.36,,,,
2025-11-04T08:00:00Z,hpccqqcxgdata14,app-prod400thor-prod-eastus,223672.38,,,,
2025-11-04T09:00:00Z,hpccqqcxgdata14,app-prod400thor-prod-eastus,223672.38,,,,
2025-11-04T10:00:00Z,hpccqqcxgdata14,app-prod400thor-prod-eastus,223672.41,,,,
2025-11-04T11:00:00Z,hpccqqcxgdata14,app-prod400thor-prod-eastus,223672.41,,,,
2025-11-04T12:00:00Z,hpccqqcxgdata14,app-prod400thor-prod-eastus,223672.41,,,,
2025-11-04T13:00:00Z,hpccqqcxgdata14,app-prod400thor-prod-eastus,225170.17,,,,
2025-11-04T14:00:00Z,hpccqqcxgdata14,app-prod400thor-prod-eastus,225170.16,,,,
2025-11-04T15:00:00Z,hpccqqcxgdata14,app-prod400thor-prod-eastus,225170.16,,,,
2025-11-04T16:00:00Z,hpccqqcxgdata14,app-prod400thor-prod-eastus,225170.16,,,,
2025-11-04T17:00:00Z,hpccqqcxgdata14,app-prod400thor-prod-eastus,225170.19,,,,
2025-11-04T18:00:00Z,hpccqqcxgdata14,app-prod400thor-prod-eastus,225170.19,,,,
2025-11-04T19:00:00Z,hpccqqcxgdata14,app-prod400thor-prod-eastus,225170.24,,,,
2025-11-04T20:00:00Z,hpccqqcxgdata14,app-prod400thor-prod-eastus,225170.24,,,,
2025-11-04T21:00:00Z,hpccqqcxgdata14,app-prod400thor-prod-eastus,225170.36,,,,
2025-11-04T22:00:00Z,hpccqqcxgdata14,app-prod400thor-prod-eastus,225170.36,,,,
2025-11-04T23:00:00Z,hpccqqcxgdata14,app-prod400thor-prod-eastus,223750.31,,,,
2025-11-05T00:00:00Z,hpccqqcxgdata14,app-prod400thor-prod-eastus,223750.31,,,,
2025-11-05T01:00:00Z,hpccqqcxgdata14,app-prod400thor-prod-eastus,223750.22,,,,
2025-11-05T02:00:00Z,hpccqqcxgdata14,app-prod400thor-prod-eastus,223750.22,,,,
2025-11-05T03:00:00Z,hpccqqcxgdata14,app-prod400thor-prod-eastus,223750.16,,,,
2025-11-05T04:00:00Z,hpccqqcxgdata14,app-prod400thor-prod-eastus,223750.16,,,,
2025-11-05T05:00:00Z,hpccqqcxgdata14,app-prod400thor-prod-eastus,223750.16,,,,
2025-11-05T06:00:00Z,hpccqqcxgdata14,app-prod400thor-prod-eastus,223750.12,,,,
2025-11-05T07:00:00Z,hpccqqcxgdata14,app-prod400thor-prod-eastus,223750.12,,,,
2025-11-05T08:00:00Z,hpccqqcxgdata14,app-prod400thor-prod-eastus,223750.13,,,,
2025-11-05T09:00:00Z,hpccqqcxgdata14,app-prod400thor-prod-eastus,223750.13,,,,
2025-11-05T10:00:00Z,hpccqqcxgdata14,app-prod400thor-prod-eastus,223750.14,,,,
2025-11-05T11:00:00Z,hpccqqcxgdata14,app-prod400thor-prod-eastus,223750.14,,,,
2025-11-05T12:00:00Z,hpccqqcxgdata14,app-prod400thor-prod-eastus,223750.15,,,,
2025-11-05T13:00:00Z,hpccqqcxgdata14,app-prod400thor-prod-eastus,223750.15,,,,
2025-11-05T14:00:00Z,hpccqqcxgdata14,app-prod400thor-prod-eastus,223750.17,,,,
2025-11-05T15:00:00Z,hpccqqcxgdata14,app-prod400thor-prod-eastus,223750.17,,,,
2025-11-05T16:00:00Z,hpccqqcxgdata14,app-prod400thor-prod-eastus,223750.18,,,,
2025-11-05T17:00:00Z,hpccqqcxgdata14,app-prod400thor-prod-eastus,223750.18,,,,
2025-11-05T18:00:00Z,hpccqqcxgdata14,app-prod400thor-prod-eastus,226005.68,,,,
2025-11-05T19:00:00Z,hpccqqcxgdata14,app-prod400thor-prod-eastus,226005.68,,,,
2025-11-05T20:00:00Z,hpccqqcxgdata14,app-prod400thor-prod-eastus,226005.68,,,,
2025-11-05T21:00:00Z,hpccqqcxgdata14,app-prod400thor-prod-eastus,226005.71,,,,
2025-11-05T22:00:00Z,hpccqqcxgdata14,app-prod400thor-prod-eastus,226005.71,,,,
2025-11-05T23:00:00Z,hpccqqcxgdata14,app-prod400thor-prod-eastus,226005.71,,,,
2025-11-06T00:00:00Z,hpccqqcxgdata14,app-prod400thor-prod-eastus,226005.67,,,,
2025-11-06T01:00:00Z,hpccqqcxgdata14,app-prod400thor-prod-eastus,226005.67,,,,
2025-11-06T02:00:00Z,hpccqqcxgdata14,app-prod400thor-prod-eastus,226005.72,,,,
2025-11-06T03:00:00Z,hpccqqcxgdata14,app-prod400thor-prod-eastus,226005.72,,,,
2025-11-06T04:00:00Z,hpccqqcxgdata14,app-prod400thor-prod-eastus,226005.85,,,,
2025-11-06T05:00:00Z,hpccqqcxgdata14,app-prod400thor-prod-eastus,226005.85,,,,
2025-11-06T06:00:00Z,hpccqqcxgdata14,app-prod400thor-prod-eastus,226005.80,,,,
2025-11-06T07:00:00Z,hpccqqcxgdata14,app-prod400thor-prod-eastus,226005.80,,,,
2025-11-06T08:00:00Z,hpccqqcxgdata14,app-prod400thor-prod-eastus,226005.60,,,,
2025-11-06T09:00:00Z,hpccqqcxgdata14,app-prod400thor-prod-eastus,226005.60,,,,
2025-11-06T10:00:00Z,hpccqqcxgdata14,app-prod400thor-prod-eastus,226005.60,,,,
2025-11-06T11:00:00Z,hpccqqcxgdata14,app-prod400thor-prod-eastus,226005.60,,,,
2025-11-06T12:00:00Z,hpccqqcxgdata14,app-prod400thor-prod-eastus,226005.60,,,,
2025-11-06T13:00:00Z,hpccqqcxgdata14,app-prod400thor-prod-eastus,226005.60,,,,
2025-11-06T14:00:00Z,hpccqqcxgdata14,app-prod400thor-prod-eastus,226005.60,,,,
2025-11-06T15:00:00Z,hpccqqcxgdata14,app-prod400thor-prod-eastus,226005.62,,,,
2025-11-06T16:00:00Z,hpccqqcxgdata14,app-prod400thor-prod-eastus,226005.62,,,,
2025-11-06T17:00:00Z,hpccqqcxgdata14,app-prod400thor-prod-eastus,222119.16,,,,
2025-11-06T18:00:00Z,hpccqqcxgdata14,app-prod400thor-prod-eastus,222119.16,,,,
2025-11-06T19:00:00Z,hpccqqcxgdata14,app-prod400thor-prod-eastus,222119.19,,,,
2025-11-06T20:00:00Z,hpccqqcxgdata14,app-prod400thor-prod-eastus,222119.19,,,,
2025-11-06T21:00:00Z,hpccqqcxgdata14,app-prod400thor-prod-eastus,222119.19,,,,
2025-11-06T22:00:00Z,hpccqqcxgdata14,app-prod400thor-prod-eastus,222119.19,,,,
2025-11-06T23:00:00Z,hpccqqcxgdata14,app-prod400thor-prod-eastus,222119.19,,,,
2025-11-07T00:00:00Z,hpccqqcxgdata14,app-prod400thor-prod-eastus,222119.19,,,,
2025-11-07T01:00:00Z,hpccqqcxgdata14,app-prod400thor-prod-eastus,222119.19,,,,
2025-11-07T02:00:00Z,hpccqqcxgdata14,app-prod400thor-prod-eastus,222119.19,,,,
2025-11-07T03:00:00Z,hpccqqcxgdata14,app-prod400thor-prod-eastus,222119.19,,,,
2025-11-07T04:00:00Z,hpccqqcxgdata14,app-prod400thor-prod-eastus,222119.31,,,,
2025-11-07T05:00:00Z,hpccqqcxgdata14,app-prod400thor-prod-eastus,222119.31,,,,
2025-11-07T06:00:00Z,hpccqqcxgdata14,app-prod400thor-prod-eastus,222119.11,,,,
2025-11-07T07:00:00Z,hpccqqcxgdata14,app-prod400thor-prod-eastus,222119.11,,,,
2025-11-07T08:00:00Z,hpccqqcxgdata14,app-prod400thor-prod-eastus,222119.11,,,,
2025-11-07T09:00:00Z,hpccqqcxgdata14,app-prod400thor-prod-eastus,222119.11,,,,
2025-11-07T10:00:00Z,hpccqqcxgdata14,app-prod400thor-prod-eastus,222119.11,,,,
2025-11-07T11:00:00Z,hpccqqcxgdata14,app-prod400thor-prod-eastus,222119.13,,,,
2025-11-07T12:00:00Z,hpccqqcxgdata14,app-prod400thor-prod-eastus,222119.13,,,,
2025-11-07T13:00:00Z,hpccqqcxgdata14,app-prod400thor-prod-eastus,222119.13,,,,
2025-11-07T14:00:00Z,hpccqqcxgdata14,app-prod400thor-prod-eastus,222119.13,,,,
2025-11-07T15:00:00Z,hpccqqcxgdata14,app-prod400thor-prod-eastus,222119.13,,,,
2025-11-07T16:00:00Z,hpccqqcxgdata14,app-prod400thor-prod-eastus,222119.13,,,,
2025-11-07T17:00:00Z,hpccqqcxgdata14,app-prod400thor-prod-eastus,222119.16,,,,
2025-11-07T18:00:00Z,hpccqqcxgdata14,app-prod400thor-prod-eastus,221864.86,,,,
2025-11-07T19:00:00Z,hpccqqcxgdata14,app-prod400thor-prod-eastus,221864.86,,,,
2025-11-07T20:00:00Z,hpccqqcxgdata14,app-prod400thor-prod-eastus,221864.86,,,,
2025-11-07T21:00:00Z,hpccqqcxgdata14,app-prod400thor-prod-eastus,221865.00,,,,
2025-11-07T22:00:00Z,hpccqqcxgdata14,app-prod400thor-prod-eastus,221865.00,,,,
2025-11-07T23:00:00Z,hpccqqcxgdata14,app-prod400thor-prod-eastus,221865.00,,,,
2025-11-03T00:00:00Z,hpccqqcxgdata15,app-prod400thor-prod-eastus,222339.44,,,,
2025-11-03T01:00:00Z,hpccqqcxgdata15,app-prod400thor-prod-eastus,222339.44,,,,
2025-11-03T02:00:00Z,hpccqqcxgdata15,app-prod400thor-prod-eastus,222339.44,,,,
2025-11-03T03:00:00Z,hpccqqcxgdata15,app-prod400thor-prod-eastus,222339.44,,,,
2025-11-03T04:00:00Z,hpccqqcxgdata15,app-prod400thor-prod-eastus,222339.44,,,,
2025-11-03T05:00:00Z,hpccqqcxgdata15,app-prod400thor-prod-eastus,222339.41,,,,
2025-11-03T06:00:00Z,hpccqqcxgdata15,app-prod400thor-prod-eastus,222339.41,,,,
2025-11-03T07:00:00Z,hpccqqcxgdata15,app-prod400thor-prod-eastus,222339.41,,,,
2025-11-03T08:00:00Z,hpccqqcxgdata15,app-prod400thor-prod-eastus,222339.41,,,,
2025-11-03T09:00:00Z,hpccqqcxgdata15,app-prod400thor-prod-eastus,222339.41,,,,
2025-11-03T10:00:00Z,hpccqqcxgdata15,app-prod400thor-prod-eastus,222339.42,,,,
2025-11-03T11:00:00Z,hpccqqcxgdata15,app-prod400thor-prod-eastus,222339.42,,,,
2025-11-03T12:00:00Z,hpccqqcxgdata15,app-prod400thor-prod-eastus,222339.45,,,,
2025-11-03T13:00:00Z,hpccqqcxgdata15,app-prod400thor-prod-eastus,222339.45,,,,
2025-11-03T14:00:00Z,hpccqqcxgdata15,app-prod400thor-prod-eastus,222339.44,,,,
2025-11-03T15:00:00Z,hpccqqcxgdata15,app-prod400thor-prod-eastus,222339.44,,,,
2025-11-03T16:00:00Z,hpccqqcxgdata15,app-prod400thor-prod-eastus,222339.48,,,,
2025-11-03T17:00:00Z,hpccqqcxgdata15,app-prod400thor-prod-eastus,222817.76,,,,
2025-11-03T18:00:00Z,hpccqqcxgdata15,app-prod400thor-prod-eastus,222817.76,,,,
2025-11-03T19:00:00Z,hpccqqcxgdata15,app-prod400thor-prod-eastus,222817.77,,,,
2025-11-03T20:00:00Z,hpccqqcxgdata15,app-prod400thor-prod-eastus,222817.77,,,,
2025-11-03T21:00:00Z,hpccqqcxgdata15,app-prod400thor-prod-eastus,222817.79,,,,
2025-11-03T22:00:00Z,hpccqqcxgdata15,app-prod400thor-prod-eastus,222817.79,,,,
2025-11-03T23:00:00Z,hpccqqcxgdata15,app-prod400thor-prod-eastus,222817.84,,,,
2025-11-04T00:00:00Z,hpccqqcxgdata15,app-prod400thor-prod-eastus,222817.84,,,,
2025-11-04T01:00:00Z,hpccqqcxgdata15,app-prod400thor-prod-eastus,222817.87,,,,
2025-11-04T02:00:00Z,hpccqqcxgdata15,app-prod400thor-prod-eastus,222817.87,,,,
2025-11-04T03:00:00Z,hpccqqcxgdata15,app-prod400thor-prod-eastus,222817.77,,,,
2025-11-04T04:00:00Z,hpccqqcxgdata15,app-prod400thor-prod-eastus,222817.77,,,,
2025-11-04T05:00:00Z,hpccqqcxgdata15,app-prod400thor-prod-eastus,222817.81,,,,
2025-11-04T06:00:00Z,hpccqqcxgdata15,app-prod400thor-prod-eastus,222817.81,,,,
2025-11-04T07:00:00Z,hpccqqcxgdata15,app-prod400thor-prod-eastus,224044.40,,,,
2025-11-04T08:00:00Z,hpccqqcxgdata15,app-prod400thor-prod-eastus,224044.40,,,,
2025-11-04T09:00:00Z,hpccqqcxgdata15,app-prod400thor-prod-eastus,224044.40,,,,
2025-11-04T10:00:00Z,hpccqqcxgdata15,app-prod400thor-prod-eastus,224044.46,,,,
2025-11-04T11:00:00Z,hpccqqcxgdata15,app-prod400thor-prod-eastus,224044.46,,,,
2025-11-04T12:00:00Z,hpccqqcxgdata15,app-prod400thor-prod-eastus,224044.58,,,,
2025-11-04T13:00:00Z,hpccqqcxgdata15,app-prod400thor-prod-eastus,224044.58,,,,
2025-11-04T14:00:00Z,hpccqqcxgdata15,app-prod400thor-prod-eastus,224044.48,,,,
2025-11-04T15:00:00Z,hpccqqcxgdata15,app-prod400thor-prod-eastus,224044.48,,,,
2025-11-04T16:00:00Z,hpccqqcxgdata15,app-prod400thor-prod-eastus,224044.47,,,,
2025-11-04T17:00:00Z,hpccqqcxgdata15,app-prod400thor-prod-eastus,224044.47,,,,
2025-11-04T18:00:00Z,hpccqqcxgdata15,app-prod400thor-prod-eastus,224044.52,,,,
2025-11-04T19:00:00Z,hpccqqcxgdata15,app-prod400thor-prod-eastus,224044.52,,,,
2025-11-04T20:00:00Z,hpccqqcxgdata15,app-prod400thor-prod-eastus,224044.58,,,,
2025-11-04T21:00:00Z,hpccqqcxgdata15,app-prod400thor-prod-eastus,224044.58,,,,
2025-11-04T22:00:00Z,hpccqqcxgdata15,app-prod400thor-prod-eastus,224044.58,,,,
2025-11-04T23:00:00Z,hpccqqcxgdata15,app-prod400thor-prod-eastus,224044.53,,,,
2025-11-05T00:00:00Z,hpccqqcxgdata15,app-prod400thor-prod-eastus,224101.77,,,,
2025-11-05T01:00:00Z,hpccqqcxgdata15,app-prod400thor-prod-eastus,224101.77,,,,
2025-11-05T02:00:00Z,hpccqqcxgdata15,app-prod400thor-prod-eastus,224101.77,,,,
2025-11-05T03:00:00Z,hpccqqcxgdata15,app-prod400thor-prod-eastus,224101.70,,,,
2025-11-05T04:00:00Z,hpccqqcxgdata15,app-prod400thor-prod-eastus,224101.70,,,,
2025-11-05T05:00:00Z,hpccqqcxgdata15,app-prod400thor-prod-eastus,224101.71,,,,
2025-11-05T06:00:00Z,hpccqqcxgdata15,app-prod400thor-prod-eastus,224101.71,,,,
2025-11-05T07:00:00Z,hpccqqcxgdata15,app-prod400thor-prod-eastus,224101.69,,,,
2025-11-05T08:00:00Z,hpccqqcxgdata15,app-prod400thor-prod-eastus,223567.44,,,,
2025-11-05T09:00:00Z,hpccqqcxgdata15,app-prod400thor-prod-eastus,223567.44,,,,
2025-11-05T10:00:00Z,hpccqqcxgdata15,app-prod400thor-prod-eastus,223567.44,,,,
2025-11-05T11:00:00Z,hpccqqcxgdata15,app-prod400thor-prod-eastus,223567.44,,,,
2025-11-05T12:00:00Z,hpccqqcxgdata15,app-prod400thor-prod-eastus,223567.48,,,,
2025-11-05T13:00:00Z,hpccqqcxgdata15,app-prod400thor-prod-eastus,223567.48,,,,
2025-11-05T14:00:00Z,hpccqqcxgdata15,app-prod400thor-prod-eastus,223567.48,,,,
2025-11-05T15:00:00Z,hpccqqcxgdata15,app-prod400thor-prod-eastus,223567.48,,,,
2025-11-05T16:00:00Z,hpccqqcxgdata15,app-prod400thor-prod-eastus,223567.53,,,,
2025-11-05T17:00:00Z,hpccqqcxgdata15,app-prod400thor-prod-eastus,225448.67,,,,
2025-11-05T18:00:00Z,hpccqqcxgdata15,app-prod400thor-prod-eastus,225448.72,,,,
2025-11-05T19:00:00Z,hpccqqcxgdata15,app-prod400thor-prod-eastus,225448.72,,,,
2025-11-05T20:00:00Z,hpccqqcxgdata15,app-prod400thor-prod-eastus,225448.72,,,,
2025-11-05T21:00:00Z,hpccqqcxgdata15,app-prod400thor-prod-eastus,225448.67,,,,
2025-11-05T22:00:00Z,hpccqqcxgdata15,app-prod400thor-prod-eastus,225448.67,,,,
2025-11-05T23:00:00Z,hpccqqcxgdata15,app-prod400thor-prod-eastus,225448.76,,,,
2025-11-06T00:00:00Z,hpccqqcxgdata15,app-prod400thor-prod-eastus,225448.76,,,,
2025-11-06T01:00:00Z,hpccqqcxgdata15,app-prod400thor-prod-eastus,220307.08,,,,
2025-11-06T02:00:00Z,hpccqqcxgdata15,app-prod400thor-prod-eastus,220307.08,,,,
2025-11-06T03:00:00Z,hpccqqcxgdata15,app-prod400thor-prod-eastus,220307.03,,,,
2025-11-06T04:00:00Z,hpccqqcxgdata15,app-prod400thor-prod-eastus,220307.03,,,,
2025-11-06T05:00:00Z,hpccqqcxgdata15,app-prod400thor-prod-eastus,220306.97,,,,
2025-11-06T06:00:00Z,hpccqqcxgdata15,app-prod400thor-prod-eastus,220306.97,,,,
2025-11-06T07:00:00Z,hpccqqcxgdata15,app-prod400thor-prod-eastus,220307.15,,,,
2025-11-06T08:00:00Z,hpccqqcxgdata15,app-prod400thor-prod-eastus,220307.15,,,,
2025-11-06T09:00:00Z,hpccqqcxgdata15,app-prod400thor-prod-eastus,220307.01,,,,
2025-11-06T10:00:00Z,hpccqqcxgdata15,app-prod400thor-prod-eastus,221504.76,,,,
2025-11-06T11:00:00Z,hpccqqcxgdata15,app-prod400thor-prod-eastus,221504.76,,,,
2025-11-06T12:00:00Z,hpccqqcxgdata15,app-prod400thor-prod-eastus,221504.70,,,,
2025-11-06T13:00:00Z,hpccqqcxgdata15,app-prod400thor-prod-eastus,221504.70,,,,
2025-11-06T14:00:00Z,hpccqqcxgdata15,app-prod400thor-prod-eastus,221504.74,,,,
2025-11-06T15:00:00Z,hpccqqcxgdata15,app-prod400thor-prod-eastus,221504.74,,,,
2025-11-06T16:00:00Z,hpccqqcxgdata15,app-prod400thor-prod-eastus,221504.70,,,,
2025-11-06T17:00:00Z,hpccqqcxgdata15,app-prod400thor-prod-eastus,221504.70,,,,
2025-11-06T18:00:00Z,hpccqqcxgdata15,app-prod400thor-prod-eastus,221504.75,,,,
2025-11-06T19:00:00Z,hpccqqcxgdata15,app-prod400thor-prod-eastus,221504.75,,,,
2025-11-06T20:00:00Z,hpccqqcxgdata15,app-prod400thor-prod-eastus,221504.75,,,,
2025-11-06T21:00:00Z,hpccqqcxgdata15,app-prod400thor-prod-eastus,222391.35,,,,
2025-11-06T22:00:00Z,hpccqqcxgdata15,app-prod400thor-prod-eastus,222391.35,,,,
2025-11-06T23:00:00Z,hpccqqcxgdata15,app-prod400thor-prod-eastus,222391.29,,,,
2025-11-07T00:00:00Z,hpccqqcxgdata15,app-prod400thor-prod-eastus,222391.29,,,,
2025-11-07T01:00:00Z,hpccqqcxgdata15,app-prod400thor-prod-eastus,222391.24,,,,
2025-11-07T02:00:00Z,hpccqqcxgdata15,app-prod400thor-prod-eastus,222391.24,,,,
2025-11-07T03:00:00Z,hpccqqcxgdata15,app-prod400thor-prod-eastus,222391.22,,,,
2025-11-07T04:00:00Z,hpccqqcxgdata15,app-prod400thor-prod-eastus,222391.22,,,,
2025-11-07T05:00:00Z,hpccqqcxgdata15,app-prod400thor-prod-eastus,222391.19,,,,
2025-11-07T06:00:00Z,hpccqqcxgdata15,app-prod400thor-prod-eastus,222391.19,,,,
2025-11-07T07:00:00Z,hpccqqcxgdata15,app-prod400thor-prod-eastus,222391.24,,,,
2025-11-07T08:00:00Z,hpccqqcxgdata15,app-prod400thor-prod-eastus,220782.04,,,,
2025-11-07T09:00:00Z,hpccqqcxgdata15,app-prod400thor-prod-eastus,220782.02,,,,
2025-11-07T10:00:00Z,hpccqqcxgdata15,app-prod400thor-prod-eastus,220782.02,,,,
2025-11-07T11:00:00Z,hpccqqcxgdata15,app-prod400thor-prod-eastus,220782.02,,,,
2025-11-07T12:00:00Z,hpccqqcxgdata15,app-prod400thor-prod-eastus,220782.04,,,,
2025-11-07T13:00:00Z,hpccqqcxgdata15,app-prod400thor-prod-eastus,220782.04,,,,
2025-11-07T14:00:00Z,hpccqqcxgdata15,app-prod400thor-prod-eastus,220782.04,,,,
2025-11-07T15:00:00Z,hpccqqcxgdata15,app-prod400thor-prod-eastus,221352.73,,,,
2025-11-07T16:00:00Z,hpccqqcxgdata15,app-prod400thor-prod-eastus,221352.76,,,,
2025-11-07T17:00:00Z,hpccqqcxgdata15,app-prod400thor-prod-eastus,221352.76,,,,
2025-11-07T18:00:00Z,hpccqqcxgdata15,app-prod400thor-prod-eastus,221352.92,,,,
2025-11-07T19:00:00Z,hpccqqcxgdata15,app-prod400thor-prod-eastus,221352.92,,,,
2025-11-07T20:00:00Z,hpccqqcxgdata15,app-prod400thor-prod-eastus,221352.85,,,,
2025-11-07T21:00:00Z,hpccqqcxgdata15,app-prod400thor-prod-eastus,221352.85,,,,
2025-11-07T22:00:00Z,hpccqqcxgdata15,app-prod400thor-prod-eastus,218538.19,,,,
2025-11-07T23:00:00Z,hpccqqcxgdata15,app-prod400thor-prod-eastus,218538.13,,,,
2025-11-03T00:00:00Z,hpccqqcxgdata16,app-prod400thor-prod-eastus,223592.09,,,,
2025-11-03T01:00:00Z,hpccqqcxgdata16,app-prod400thor-prod-eastus,223592.09,,,,
2025-11-03T02:00:00Z,hpccqqcxgdata16,app-prod400thor-prod-eastus,223592.09,,,,
2025-11-03T03:00:00Z,hpccqqcxgdata16,app-prod400thor-prod-eastus,223592.06,,,,
2025-11-03T04:00:00Z,hpccqqcxgdata16,app-prod400thor-prod-eastus,223592.06,,,,
2025-11-03T05:00:00Z,hpccqqcxgdata16,app-prod400thor-prod-eastus,223592.00,,,,
2025-11-03T06:00:00Z,hpccqqcxgdata16,app-prod400thor-prod-eastus,223539.36,,,,
2025-11-03T07:00:00Z,hpccqqcxgdata16,app-prod400thor-prod-eastus,223539.34,,,,
2025-11-03T08:00:00Z,hpccqqcxgdata16,app-prod400thor-prod-eastus,223539.34,,,,
2025-11-03T09:00:00Z,hpccqqcxgdata16,app-prod400thor-prod-eastus,223539.34,,,,
2025-11-03T10:00:00Z,hpccqqcxgdata16,app-prod400thor-prod-eastus,223539.36,,,,
2025-11-03T11:00:00Z,hpccqqcxgdata16,app-prod400thor-prod-eastus,223539.36,,,,
2025-11-03T12:00:00Z,hpccqqcxgdata16,app-prod400thor-prod-eastus,223539.41,,,,
